order_id,product_id,product_name,category,quantity,price,order_date,customer_id,customer_name
7270,104,Product D,Category 2,7,40.0,2023-08-14,1617,Daniel Lewis
203,102,Product B,Category 1,1,20.0,2023-07-31,1271,Thomas Wu
6526,103,Product C,Category 2,11,30.0,2023-07-13,1841,Kelly Burke
338,103,Product C,Category 2,12,30.0,2023-11-28,1619,Angel Sanders
5143,102,Product B,Category 1,1,20.0,2023-07-14,1800,James Peterson
1826,102,Product B,Category 1,6,20.0,2023-09-14,1438,Mr. Robert Jones
1020,102,Product B,Category 1,2,20.0,2023-04-21,1458,Marcus Lane
5823,103,Product C,Category 2,5,30.0,2023-02-18,1822,Patricia Ramos
6506,102,Product B,Category 1,11,20.0,2023-10-19,1552,Megan Crawford
2213,102,Product B,Category 1,6,20.0,2023-01-06,1005,Jesse Gonzalez
5699,101,Product A,Category 1,2,10.0,2023-11-30,1654,Suzanne Johnson
1996,102,Product B,Category 1,13,20.0,2023-06-16,1659,Diana Taylor
2929,101,Product A,Category 1,13,10.0,2023-03-28,1016,Kayla Kelly
4812,102,Product B,Category 1,14,20.0,2023-03-22,1579,Michele Hicks
7201,102,Product B,Category 1,5,20.0,2023-01-06,1061,Wendy Cruz
3589,102,Product B,Category 1,11,20.0,2023-11-13,1516,Hannah Anderson
7818,102,Product B,Category 1,1,20.0,2023-04-10,1753,Bradley Townsend
7095,103,Product C,Category 2,15,30.0,2023-12-10,1607,Brendan Smith
1448,102,Product B,Category 1,7,20.0,2023-08-15,1517,Diamond Williams
9205,102,Product B,Category 1,6,20.0,2023-10-10,1887,Diane Bauer
7269,103,Product C,Category 2,10,30.0,2023-09-15,1841,Kelly Burke
2127,104,Product D,Category 2,1,40.0,2023-03-29,1251,Christina Clark
305,104,Product D,Category 2,2,40.0,2023-11-28,1104,Alice Anderson
3069,102,Product B,Category 1,2,20.0,2023-08-02,1247,Cory Allen
9932,102,Product B,Category 1,9,20.0,2023-06-08,1170,Deborah Wilson
983,102,Product B,Category 1,8,20.0,2023-07-15,1608,Nicole Ballard
3989,101,Product A,Category 1,5,10.0,2023-07-15,1638,Kyle Gibson
2402,102,Product B,Category 1,8,20.0,2023-09-19,1633,Dylan Hull
1900,102,Product B,Category 1,2,20.0,2023-03-13,1275,Terry Collins
9434,104,Product D,Category 2,13,40.0,2023-09-27,1459,Jacob White
4909,104,Product D,Category 2,4,40.0,2023-06-06,1048,Jessica Smith
3992,104,Product D,Category 2,12,40.0,2023-05-22,1204,Keith Knight
1044,102,Product B,Category 1,5,20.0,2023-05-24,1490,Robert Bishop
3833,102,Product B,Category 1,2,20.0,2023-02-10,1783,Adrian Guerra
685,101,Product A,Category 1,8,10.0,2023-07-17,1583,Susan Zimmerman
7319,104,Product D,Category 2,3,40.0,2023-08-06,1770,Joseph Diaz
5866,102,Product B,Category 1,14,20.0,2023-02-15,1162,Annette Richardson
1904,101,Product A,Category 1,14,10.0,2023-07-24,1466,Alex Snow
4449,101,Product A,Category 1,11,10.0,2023-02-12,1353,Isabella Park
9871,101,Product A,Category 1,3,10.0,2023-07-14,1446,Suzanne Flores MD
991,102,Product B,Category 1,1,20.0,2023-05-08,1892,Elizabeth Mercado
1066,103,Product C,Category 2,3,30.0,2023-09-27,1924,Paul Brown
2540,103,Product C,Category 2,7,30.0,2023-01-27,1898,Henry Wright
7261,101,Product A,Category 1,15,10.0,2023-03-08,1141,Brenda Gonzalez
6985,103,Product C,Category 2,9,30.0,2023-07-23,1245,Michelle Hampton
530,103,Product C,Category 2,11,30.0,2023-04-22,1270,Ashley Hernandez
3145,102,Product B,Category 1,2,20.0,2023-04-12,1822,Patricia Ramos
8863,103,Product C,Category 2,15,30.0,2023-06-07,1126,Anthony Kaiser
8941,101,Product A,Category 1,7,10.0,2023-02-10,1592,Taylor Dawson
1127,101,Product A,Category 1,6,10.0,2023-06-05,1544,Erika Bailey
5791,104,Product D,Category 2,3,40.0,2023-09-29,1910,Savannah Ellison
2659,102,Product B,Category 1,13,20.0,2023-03-14,1413,Patrick Chung
4773,102,Product B,Category 1,5,20.0,2023-12-09,1651,Natalie Moreno
4176,102,Product B,Category 1,8,20.0,2023-02-25,1247,Cory Allen
3451,103,Product C,Category 2,15,30.0,2023-03-05,1423,George Nash
5678,102,Product B,Category 1,8,20.0,2023-02-03,1604,Melissa Smith
1257,102,Product B,Category 1,11,20.0,2023-01-28,1248,Matthew May
8879,102,Product B,Category 1,9,20.0,2023-10-18,1138,Ashley Moore
7298,101,Product A,Category 1,8,10.0,2023-10-07,1487,Allen Montes
5025,101,Product A,Category 1,9,10.0,2023-10-04,1130,Tracy Martinez
7849,103,Product C,Category 2,14,30.0,2023-07-19,1116,Mathew Morris
5273,101,Product A,Category 1,15,10.0,2023-08-28,1947,Nicole Hall
1625,102,Product B,Category 1,2,20.0,2023-11-14,1505,Melissa Myers
7091,101,Product A,Category 1,8,10.0,2023-08-09,1719,Michael Williams
2082,101,Product A,Category 1,7,10.0,2023-11-14,1187,Bob Franklin
9106,101,Product A,Category 1,10,10.0,2023-05-24,1031,Robert Silva
6550,103,Product C,Category 2,10,30.0,2023-05-01,1234,Denise Martinez
1834,103,Product C,Category 2,8,30.0,2023-05-20,1488,Connor Schultz
3338,101,Product A,Category 1,1,10.0,2023-10-25,1378,Audrey Davis
2888,102,Product B,Category 1,4,20.0,2023-10-17,1668,Brian Bridges
666,103,Product C,Category 2,3,30.0,2023-12-02,1133,Zachary Moore
3250,104,Product D,Category 2,11,40.0,2023-07-25,1671,Michael King
2022,101,Product A,Category 1,9,10.0,2023-07-21,1777,William Morrison
5444,102,Product B,Category 1,8,20.0,2023-06-19,1128,Adam Bell
331,101,Product A,Category 1,10,10.0,2023-10-28,1651,Natalie Moreno
4081,101,Product A,Category 1,11,10.0,2023-08-09,1361,Steven Gray
3750,102,Product B,Category 1,2,20.0,2023-01-11,1166,Emma Sosa
2165,104,Product D,Category 2,14,40.0,2023-03-28,1999,Diane Steele
5033,104,Product D,Category 2,9,40.0,2023-04-28,1125,Melissa Long
9466,102,Product B,Category 1,12,20.0,2023-10-03,1471,Sarah James
72,101,Product A,Category 1,8,10.0,2023-09-05,1434,Scott Johnston
4493,101,Product A,Category 1,6,10.0,2023-08-21,1604,Melissa Smith
4239,103,Product C,Category 2,2,30.0,2023-01-17,1831,Jenny Perez
1742,102,Product B,Category 1,15,20.0,2023-10-09,1516,Hannah Anderson
8373,101,Product A,Category 1,3,10.0,2023-11-24,1107,Thomas Noble
7658,102,Product B,Category 1,5,20.0,2023-09-28,1897,Sean Galloway
1314,102,Product B,Category 1,7,20.0,2023-03-02,1340,Debra Kelly
7014,102,Product B,Category 1,10,20.0,2023-05-06,1069,James Bell
9620,102,Product B,Category 1,6,20.0,2023-11-19,1024,Curtis Campbell
6086,102,Product B,Category 1,6,20.0,2023-12-30,1916,Scott Mathews
7956,102,Product B,Category 1,4,20.0,2023-03-09,1052,Eric Parker
4712,102,Product B,Category 1,3,20.0,2023-01-15,1219,Kathleen White
4154,102,Product B,Category 1,12,20.0,2023-02-15,1579,Michele Hicks
4801,102,Product B,Category 1,8,20.0,2023-06-18,1468,Colin Wiggins
9208,102,Product B,Category 1,3,20.0,2023-12-01,1383,David Nielsen
3698,101,Product A,Category 1,11,10.0,2023-08-04,1523,Phillip Meyer
6828,101,Product A,Category 1,15,10.0,2023-07-27,1157,Christine Chase
8550,104,Product D,Category 2,5,40.0,2023-11-03,1658,John Abbott
2735,104,Product D,Category 2,7,40.0,2023-03-06,1094,Lisa Meyer
4503,101,Product A,Category 1,8,10.0,2023-05-12,1567,Yvonne Banks
3396,101,Product A,Category 1,6,10.0,2023-07-21,1837,Robert Larson
8106,102,Product B,Category 1,3,20.0,2023-12-23,1653,George Harris
6110,101,Product A,Category 1,11,10.0,2023-08-16,1989,Jason Smith
7982,102,Product B,Category 1,10,20.0,2023-01-09,1645,Scott Shaffer
6484,102,Product B,Category 1,15,20.0,2023-01-16,1312,Sharon Singleton
2616,101,Product A,Category 1,2,10.0,2023-10-21,1502,Jessica Young
8752,103,Product C,Category 2,13,30.0,2023-01-29,1448,Mrs. Alisha Bowers
2100,101,Product A,Category 1,6,10.0,2023-02-14,1958,Joseph Irwin
8960,101,Product A,Category 1,15,10.0,2023-06-24,1178,Connie Garcia
7731,104,Product D,Category 2,3,40.0,2023-07-19,1758,Dr. Adam Hudson MD
4196,102,Product B,Category 1,7,20.0,2023-08-28,1857,Jessica Oconnor
8999,104,Product D,Category 2,6,40.0,2023-01-19,1115,Matthew Duke
8218,103,Product C,Category 2,1,30.0,2023-08-19,1595,Belinda Santos
8139,104,Product D,Category 2,3,40.0,2023-08-31,1283,Luis Leonard MD
9443,102,Product B,Category 1,11,20.0,2023-04-08,1543,Patrick Williams
1679,101,Product A,Category 1,7,10.0,2023-10-15,1273,David Jackson
2310,103,Product C,Category 2,11,30.0,2023-01-08,1620,Barbara Hamilton
8950,102,Product B,Category 1,1,20.0,2023-12-01,1783,Adrian Guerra
2123,101,Product A,Category 1,4,10.0,2023-01-22,1913,Diane Adams
3732,101,Product A,Category 1,5,10.0,2023-12-07,1608,Nicole Ballard
6812,102,Product B,Category 1,2,20.0,2023-01-26,1754,Michael Potter
6602,102,Product B,Category 1,3,20.0,2023-09-05,1624,Yvette Jackson
1417,102,Product B,Category 1,1,20.0,2023-02-20,1516,Hannah Anderson
6385,101,Product A,Category 1,5,10.0,2023-09-25,1263,John Davis
583,102,Product B,Category 1,8,20.0,2023-06-29,1261,Jaime Farmer
5236,101,Product A,Category 1,9,10.0,2023-09-08,1741,Amy Sanchez
6675,101,Product A,Category 1,14,10.0,2023-10-06,1668,Brian Bridges
6874,103,Product C,Category 2,11,30.0,2023-02-07,1256,Kayla Torres
6069,102,Product B,Category 1,7,20.0,2023-09-24,1895,Miranda Taylor
4615,102,Product B,Category 1,9,20.0,2023-06-22,1357,Calvin Brock
5098,101,Product A,Category 1,11,10.0,2023-10-09,1698,Samuel Smith
1958,103,Product C,Category 2,5,30.0,2023-01-02,1375,Grace Lopez
2328,102,Product B,Category 1,8,20.0,2023-07-31,1277,Jessica Sheppard
5976,102,Product B,Category 1,2,20.0,2023-11-22,1633,Dylan Hull
8375,102,Product B,Category 1,13,20.0,2023-01-24,1060,Jennifer Carey
7953,103,Product C,Category 2,6,30.0,2023-05-18,1873,April Jacobs
2331,102,Product B,Category 1,4,20.0,2023-12-10,1748,Kelly Cooley
1894,102,Product B,Category 1,2,20.0,2023-03-31,1452,Heather Payne
7961,102,Product B,Category 1,1,20.0,2023-12-24,1743,Roy Ryan
9602,101,Product A,Category 1,4,10.0,2023-02-25,1551,Robin Russo
1441,104,Product D,Category 2,4,40.0,2023-08-07,1096,Jaime Young
4507,101,Product A,Category 1,1,10.0,2023-12-24,1687,Ryan Archer
6903,101,Product A,Category 1,6,10.0,2023-07-17,1791,Mrs. Wanda Mullins
635,102,Product B,Category 1,2,20.0,2023-04-21,1248,Matthew May
8917,103,Product C,Category 2,12,30.0,2023-09-09,1245,Michelle Hampton
8619,104,Product D,Category 2,14,40.0,2023-03-30,1273,David Jackson
1358,103,Product C,Category 2,12,30.0,2023-11-14,1446,Suzanne Flores MD
7122,101,Product A,Category 1,8,10.0,2023-11-02,1465,Katelyn Garcia
2727,104,Product D,Category 2,1,40.0,2023-11-30,1385,Mrs. Brandi Shaw
971,101,Product A,Category 1,6,10.0,2023-05-15,1651,Natalie Moreno
622,102,Product B,Category 1,14,20.0,2023-07-15,1773,Steven Mcdonald
8625,102,Product B,Category 1,6,20.0,2023-03-07,1016,Kayla Kelly
3562,101,Product A,Category 1,9,10.0,2023-01-18,1164,Brian Mccann
8858,102,Product B,Category 1,12,20.0,2023-03-28,1305,Jennifer Gordon
4333,103,Product C,Category 2,15,30.0,2023-06-14,1483,Tammy Martinez
3252,101,Product A,Category 1,9,10.0,2023-05-07,1188,Adrienne Weaver
8349,102,Product B,Category 1,10,20.0,2023-01-07,1157,Christine Chase
3087,101,Product A,Category 1,14,10.0,2023-12-07,1866,Richard Goodman
9495,102,Product B,Category 1,1,20.0,2023-09-30,1628,Diana Burns
3175,101,Product A,Category 1,12,10.0,2023-01-26,1683,Robert Bryant
4908,101,Product A,Category 1,10,10.0,2023-08-27,1365,Samantha Wilson
8735,102,Product B,Category 1,8,20.0,2023-11-18,1845,Jennifer Rosales
6894,102,Product B,Category 1,11,20.0,2023-12-04,1183,Samuel Cook
7416,103,Product C,Category 2,10,30.0,2023-07-04,1007,Katherine Stephens
4687,103,Product C,Category 2,13,30.0,2023-08-09,1080,Joshua Becker
1957,101,Product A,Category 1,4,10.0,2023-12-30,1838,Crystal Marsh
3427,104,Product D,Category 2,7,40.0,2023-10-20,1452,Heather Payne
9988,103,Product C,Category 2,13,30.0,2023-11-25,1735,Antonio Petersen
8447,102,Product B,Category 1,3,20.0,2023-11-07,1427,Brittney Robinson MD
2906,102,Product B,Category 1,13,20.0,2023-09-01,1761,Gregory Hodges
1749,101,Product A,Category 1,2,10.0,2023-02-12,1465,Katelyn Garcia
8391,101,Product A,Category 1,14,10.0,2023-11-06,1364,Andrew Gibson
8598,101,Product A,Category 1,2,10.0,2023-11-11,1069,James Bell
1659,101,Product A,Category 1,5,10.0,2023-12-24,1291,Amanda Fernandez
5593,103,Product C,Category 2,7,30.0,2023-06-20,1939,Donna Ayala
1325,103,Product C,Category 2,1,30.0,2023-11-15,1719,Michael Williams
3895,104,Product D,Category 2,5,40.0,2023-01-14,1627,Daniel Lopez
6657,102,Product B,Category 1,1,20.0,2023-04-12,1849,Bryan Cole
8184,102,Product B,Category 1,9,20.0,2023-04-20,1516,Hannah Anderson
1297,103,Product C,Category 2,5,30.0,2023-05-24,1890,Francisco Carlson
5323,103,Product C,Category 2,6,30.0,2023-08-14,1937,Cody Miles
3064,101,Product A,Category 1,2,10.0,2023-11-18,1663,Miss Crystal Butler
4001,104,Product D,Category 2,12,40.0,2023-05-30,1546,Rebecca Thomas
5614,104,Product D,Category 2,7,40.0,2023-01-08,1857,Jessica Oconnor
6775,101,Product A,Category 1,12,10.0,2023-11-20,1568,Sarah Harper
2330,103,Product C,Category 2,12,30.0,2023-03-30,1449,Joshua Reyes
2572,101,Product A,Category 1,10,10.0,2023-05-09,1522,Jack Medina
2238,101,Product A,Category 1,13,10.0,2023-07-20,1401,April Ramirez
405,102,Product B,Category 1,10,20.0,2023-11-07,1507,Bryan Myers
3417,104,Product D,Category 2,5,40.0,2023-02-01,1831,Jenny Perez
4381,102,Product B,Category 1,11,20.0,2023-05-14,1308,Amy Barber
8833,101,Product A,Category 1,2,10.0,2023-11-24,1673,Destiny Rivas
3652,102,Product B,Category 1,3,20.0,2023-12-13,1002,Jeffrey Knapp
3409,104,Product D,Category 2,15,40.0,2023-01-26,1415,Linda Jones
1802,101,Product A,Category 1,2,10.0,2023-06-11,2000,Molly Martin
7439,102,Product B,Category 1,10,20.0,2023-09-11,1345,Karen West
4267,103,Product C,Category 2,14,30.0,2023-06-24,1632,James Guerrero
1800,102,Product B,Category 1,14,20.0,2023-12-11,1947,Nicole Hall
5739,104,Product D,Category 2,15,40.0,2023-06-20,1388,Gary Williams
1881,102,Product B,Category 1,4,20.0,2023-03-01,1330,Lance Larsen
4178,102,Product B,Category 1,10,20.0,2023-10-29,1169,Mark Stewart
8495,102,Product B,Category 1,10,20.0,2023-08-24,1887,Diane Bauer
8051,102,Product B,Category 1,6,20.0,2023-10-05,1515,Jorge Valdez
7236,101,Product A,Category 1,6,10.0,2023-08-04,1724,Kevin Copeland
1805,101,Product A,Category 1,8,10.0,2023-12-12,1910,Savannah Ellison
7155,101,Product A,Category 1,13,10.0,2023-04-01,1408,Jesus Williams
3886,101,Product A,Category 1,7,10.0,2023-04-14,1270,Ashley Hernandez
9975,102,Product B,Category 1,14,20.0,2023-01-03,1018,Jill Schwartz
6593,101,Product A,Category 1,1,10.0,2023-12-25,1555,Christopher Dawson DVM
2236,101,Product A,Category 1,11,10.0,2023-12-24,1550,Robert Fox
1558,102,Product B,Category 1,13,20.0,2023-08-01,1321,Linda Rivera
6743,102,Product B,Category 1,9,20.0,2023-04-02,1762,Stephen Douglas
2247,104,Product D,Category 2,6,40.0,2023-01-21,1715,James Daniels
9206,103,Product C,Category 2,15,30.0,2023-09-04,1630,Susan Short
771,102,Product B,Category 1,12,20.0,2023-01-28,1780,Erin Palmer
7393,101,Product A,Category 1,11,10.0,2023-10-02,1932,Philip Mack
9294,101,Product A,Category 1,14,10.0,2023-09-20,1062,Matthew Donovan
2651,102,Product B,Category 1,4,20.0,2023-10-09,1589,Brandi Hill
7935,102,Product B,Category 1,3,20.0,2023-04-19,1442,Lori Rosales
5749,103,Product C,Category 2,15,30.0,2023-11-05,1254,Donald Brown MD
3852,101,Product A,Category 1,9,10.0,2023-03-25,1325,Monica Becker
8705,104,Product D,Category 2,2,40.0,2023-06-08,1757,Cynthia King
644,102,Product B,Category 1,15,20.0,2023-06-20,1321,Linda Rivera
9700,101,Product A,Category 1,8,10.0,2023-05-15,1681,Charles Sheppard
772,104,Product D,Category 2,11,40.0,2023-09-25,1679,Christie Smith
7172,102,Product B,Category 1,10,20.0,2023-09-07,1523,Phillip Meyer
3753,101,Product A,Category 1,10,10.0,2023-10-04,1595,Belinda Santos
8611,104,Product D,Category 2,13,40.0,2023-01-07,1720,Laura Smith
912,103,Product C,Category 2,2,30.0,2023-09-16,1474,Michael Wallace
7074,103,Product C,Category 2,8,30.0,2023-06-18,1359,Nicole Matthews
2647,101,Product A,Category 1,8,10.0,2023-04-29,1326,Arthur King
5091,104,Product D,Category 2,2,40.0,2023-08-27,1747,Sherri Green
4489,102,Product B,Category 1,12,20.0,2023-12-20,1868,James Martinez
519,104,Product D,Category 2,12,40.0,2023-03-17,1594,Amanda Bowers
9661,103,Product C,Category 2,11,30.0,2023-03-26,1519,Tiffany Johnson
37,103,Product C,Category 2,14,30.0,2023-12-23,1594,Amanda Bowers
5973,101,Product A,Category 1,14,10.0,2023-11-20,1033,Tammy Jones
7730,104,Product D,Category 2,12,40.0,2023-05-04,1336,Michael Richard
5301,102,Product B,Category 1,10,20.0,2023-02-24,1669,Tyrone Allen
4166,101,Product A,Category 1,15,10.0,2023-10-15,1783,Adrian Guerra
129,102,Product B,Category 1,2,20.0,2023-11-16,1006,Douglas Willis
6032,101,Product A,Category 1,7,10.0,2023-04-11,1720,Laura Smith
4012,103,Product C,Category 2,7,30.0,2023-09-16,1302,Michelle Jones
5200,101,Product A,Category 1,15,10.0,2023-09-17,1476,Mary Robinson
8629,102,Product B,Category 1,1,20.0,2023-07-29,1112,Rachel Graham
832,104,Product D,Category 2,15,40.0,2023-04-23,1197,Erica Wang
7788,103,Product C,Category 2,2,30.0,2023-07-29,1321,Linda Rivera
8381,101,Product A,Category 1,14,10.0,2023-12-20,1057,Larry Clark
8443,103,Product C,Category 2,8,30.0,2023-09-03,1199,Michael Romero
6483,104,Product D,Category 2,4,40.0,2023-04-17,1262,Patricia Garcia
5078,103,Product C,Category 2,2,30.0,2023-06-13,1986,Joseph Vance
2126,101,Product A,Category 1,2,10.0,2023-05-22,1591,Jennifer Ford
789,102,Product B,Category 1,11,20.0,2023-03-18,1287,David Sanchez
5016,101,Product A,Category 1,14,10.0,2023-11-27,1177,Anthony Brown
2933,102,Product B,Category 1,6,20.0,2023-06-26,1207,Ashley Powell
8750,104,Product D,Category 2,12,40.0,2023-04-24,1521,Jonathan Jackson
7167,104,Product D,Category 2,4,40.0,2023-05-13,1155,Mark Sanchez
3259,102,Product B,Category 1,12,20.0,2023-06-30,1581,Joe Beck
4518,103,Product C,Category 2,2,30.0,2023-04-23,1038,Isaac Sexton
2899,101,Product A,Category 1,6,10.0,2023-03-30,1529,Lucas Rogers
4078,103,Product C,Category 2,7,30.0,2023-08-23,1973,Vincent Beck
1600,102,Product B,Category 1,10,20.0,2023-05-03,1801,Katherine Delacruz
1106,101,Product A,Category 1,13,10.0,2023-06-28,1318,Kimberly Cook
3226,101,Product A,Category 1,11,10.0,2023-09-05,1228,Terrance Novak
7614,102,Product B,Category 1,1,20.0,2023-02-01,1234,Denise Martinez
3022,101,Product A,Category 1,5,10.0,2023-01-11,1129,Mary Ray
1745,104,Product D,Category 2,12,40.0,2023-07-24,1248,Matthew May
2923,101,Product A,Category 1,12,10.0,2023-08-13,1569,Timothy Perkins
2843,101,Product A,Category 1,5,10.0,2023-03-07,1294,Tammy Robinson
5621,101,Product A,Category 1,3,10.0,2023-03-27,1729,Karen Moyer
1500,102,Product B,Category 1,3,20.0,2023-10-30,1238,Laura Walker
1019,102,Product B,Category 1,10,20.0,2023-09-01,1928,Marissa Mendoza
1949,101,Product A,Category 1,1,10.0,2023-12-04,1320,Cheryl Kennedy
217,102,Product B,Category 1,7,20.0,2023-10-26,1683,Robert Bryant
5766,101,Product A,Category 1,14,10.0,2023-11-05,1184,Maria Mccall
73,102,Product B,Category 1,6,20.0,2023-05-20,1557,Nicholas Caldwell
6540,102,Product B,Category 1,8,20.0,2023-07-15,1673,Destiny Rivas
8971,104,Product D,Category 2,1,40.0,2023-12-29,1709,Nicholas Pena
7547,101,Product A,Category 1,11,10.0,2023-01-19,1793,Kevin Huffman
6709,103,Product C,Category 2,15,30.0,2023-12-15,1053,Hannah Mclaughlin
7333,101,Product A,Category 1,2,10.0,2023-05-17,1483,Tammy Martinez
9836,103,Product C,Category 2,1,30.0,2023-09-19,1548,Jasmine Perez
2479,102,Product B,Category 1,6,20.0,2023-06-27,1784,Sara Martin
4805,102,Product B,Category 1,12,20.0,2023-12-14,1104,Alice Anderson
5186,101,Product A,Category 1,7,10.0,2023-06-09,1326,Arthur King
5499,102,Product B,Category 1,9,20.0,2023-06-29,1025,Tanya Walton
6919,103,Product C,Category 2,11,30.0,2023-02-18,1887,Diane Bauer
9463,102,Product B,Category 1,10,20.0,2023-07-17,1382,Dr. Martha Martin
1490,102,Product B,Category 1,10,20.0,2023-07-16,1328,Thomas Mcdonald
5803,103,Product C,Category 2,8,30.0,2023-05-24,1145,James Bauer
6698,103,Product C,Category 2,15,30.0,2023-07-19,1365,Samantha Wilson
641,101,Product A,Category 1,7,10.0,2023-12-29,1225,Dustin Bird
5382,101,Product A,Category 1,15,10.0,2023-04-08,1366,Michael Baker MD
1274,101,Product A,Category 1,2,10.0,2023-02-01,1727,Christopher Herrera
536,102,Product B,Category 1,1,20.0,2023-08-19,1887,Diane Bauer
6599,101,Product A,Category 1,12,10.0,2023-12-17,1325,Monica Becker
2850,102,Product B,Category 1,11,20.0,2023-08-10,1658,John Abbott
2354,101,Product A,Category 1,4,10.0,2023-10-20,1381,Courtney Hansen
5603,101,Product A,Category 1,2,10.0,2023-06-25,1324,Tammy Clark
4940,102,Product B,Category 1,4,20.0,2023-06-17,1941,William Carroll
3225,102,Product B,Category 1,10,20.0,2023-01-10,1011,Thomas Escobar
8861,101,Product A,Category 1,11,10.0,2023-01-03,1443,Shannon Garcia
4784,104,Product D,Category 2,15,40.0,2023-12-03,1078,Jacob King
4575,104,Product D,Category 2,2,40.0,2023-12-02,1438,Mr. Robert Jones
9931,101,Product A,Category 1,14,10.0,2023-05-17,1480,Kimberly Johnson
4525,101,Product A,Category 1,6,10.0,2023-10-17,1104,Alice Anderson
2463,103,Product C,Category 2,7,30.0,2023-09-14,1770,Joseph Diaz
2105,102,Product B,Category 1,2,20.0,2023-02-12,1493,Mary Ferguson
1833,103,Product C,Category 2,11,30.0,2023-05-31,1499,Justin Alvarado
2826,101,Product A,Category 1,11,10.0,2023-01-15,1919,Erica Russell
7092,102,Product B,Category 1,1,20.0,2023-12-15,1581,Joe Beck
9477,103,Product C,Category 2,6,30.0,2023-08-25,1941,William Carroll
7571,102,Product B,Category 1,8,20.0,2023-06-24,1001,Laura Brooks
9940,104,Product D,Category 2,6,40.0,2023-03-21,1792,Kelly Kelley
8654,102,Product B,Category 1,14,20.0,2023-06-16,1832,Phyllis Garcia
1027,103,Product C,Category 2,12,30.0,2023-09-16,1424,Justin Snyder
4645,102,Product B,Category 1,8,20.0,2023-01-15,1951,Stephanie Stark
3783,101,Product A,Category 1,7,10.0,2023-05-10,1150,Terri Smith
7545,102,Product B,Category 1,9,20.0,2023-08-15,1670,Isaac Solis
7219,101,Product A,Category 1,2,10.0,2023-08-02,1341,Craig Blake
4109,102,Product B,Category 1,13,20.0,2023-01-23,1241,Stephanie Ramos
5023,103,Product C,Category 2,14,30.0,2023-10-13,1116,Mathew Morris
8487,104,Product D,Category 2,10,40.0,2023-01-25,1312,Sharon Singleton
6642,104,Product D,Category 2,14,40.0,2023-09-09,1598,Donna Li
2084,102,Product B,Category 1,12,20.0,2023-01-25,1804,Paul Patterson
4352,101,Product A,Category 1,15,10.0,2023-09-05,1152,Timothy Schultz
4506,101,Product A,Category 1,6,10.0,2023-05-13,1425,Gary Watkins
6808,101,Product A,Category 1,12,10.0,2023-07-13,1802,Sarah Moses
819,101,Product A,Category 1,4,10.0,2023-06-29,1995,Kevin Burns
8513,103,Product C,Category 2,13,30.0,2023-11-25,1128,Adam Bell
9075,103,Product C,Category 2,3,30.0,2023-02-23,1870,Joseph Cain
9999,104,Product D,Category 2,10,40.0,2023-02-16,1229,Andrew Franklin
2605,102,Product B,Category 1,7,20.0,2023-05-24,1476,Mary Robinson
8605,102,Product B,Category 1,4,20.0,2023-11-23,1966,James Thomas
8627,101,Product A,Category 1,2,10.0,2023-05-05,1413,Patrick Chung
1226,104,Product D,Category 2,9,40.0,2023-12-15,1187,Bob Franklin
4206,103,Product C,Category 2,15,30.0,2023-02-26,1260,Patricia Franklin
1294,101,Product A,Category 1,2,10.0,2023-02-12,1457,Carol Wood
3738,104,Product D,Category 2,11,40.0,2023-02-17,1256,Kayla Torres
5933,101,Product A,Category 1,9,10.0,2023-09-11,1622,Jessica Richmond
5759,102,Product B,Category 1,15,20.0,2023-07-02,1375,Grace Lopez
4057,101,Product A,Category 1,7,10.0,2023-05-12,1852,Amy Frazier
7699,103,Product C,Category 2,4,30.0,2023-01-16,1215,Lisa Sanders
5115,103,Product C,Category 2,12,30.0,2023-02-21,1991,Jonathan Saunders
1368,102,Product B,Category 1,8,20.0,2023-04-18,1400,Michelle Brewer
1906,101,Product A,Category 1,7,10.0,2023-05-31,1354,Tiffany Franklin
9780,101,Product A,Category 1,13,10.0,2023-04-30,1948,Pamela Thompson
8475,103,Product C,Category 2,11,30.0,2023-02-14,1986,Joseph Vance
1654,101,Product A,Category 1,8,10.0,2023-12-04,1534,Michael Lozano
7015,101,Product A,Category 1,12,10.0,2023-09-10,1418,Gary Gonzales
3976,103,Product C,Category 2,13,30.0,2023-05-31,1890,Francisco Carlson
4651,101,Product A,Category 1,11,10.0,2023-12-12,1594,Amanda Bowers
2484,103,Product C,Category 2,14,30.0,2023-09-16,1887,Diane Bauer
7239,102,Product B,Category 1,2,20.0,2023-12-17,1435,Dustin Best
8908,102,Product B,Category 1,7,20.0,2023-04-28,1856,Patricia Green
3737,102,Product B,Category 1,15,20.0,2023-08-07,1758,Dr. Adam Hudson MD
936,102,Product B,Category 1,6,20.0,2023-12-12,1454,Christopher Nash
2460,104,Product D,Category 2,8,40.0,2023-09-23,1047,Suzanne Avila
3483,104,Product D,Category 2,8,40.0,2023-10-20,1683,Robert Bryant
6382,102,Product B,Category 1,6,20.0,2023-02-03,1535,Rebecca Snyder
3543,101,Product A,Category 1,4,10.0,2023-12-28,1124,Carrie Crawford
7671,104,Product D,Category 2,10,40.0,2023-01-27,1207,Ashley Powell
1915,104,Product D,Category 2,7,40.0,2023-07-15,1267,Jordan Johnson
794,101,Product A,Category 1,4,10.0,2023-09-19,1104,Alice Anderson
9491,104,Product D,Category 2,1,40.0,2023-12-10,1259,Daniel Mcmillan
